ORDER,Time,Location,"Type of bomb (Incendiary Bomb= IB Explosive Bomb= EB, COB= Crude Oil Bomb)",Damage or other details (All dimensions at in ft unless stated),lat,lng,geocoder_match,geocoder_source
588,20:43,"24 Coleridge Buildings, King and Queen Street, SE17, London, UK",IB,Kitchen on 4th floor damaged,51.48944110,-0.09354680,"King and Queen St, London SE17, UK",Google
589,20:43,"43 Browing Street, SE17, London, UK",IB,Back rooms 1st floor damaged,51.49041780,-0.09414860,"43 Browning St, London SE17 1LU, UK",Google
590,20:43,"15 Manor Place, SE17, London, UK",IB,Southwark Borough Council Public Baths. 80x50 swimming pool and slipper baths damaged,51.48914970,-0.09741150,"15 Manor Pl, London SE17 3BD, UK",Google
591,20:43,"Larcombe Street, SE17, London, UK",Ib,2x1 paving damage,51.48738090,-0.09237150,"London SE17, UK",Google
592,20:44,"Oldfield Grove, Rotherithe SE16, London, UK",IB,"Rope and Twine makers: 600x40 building, store and workhouse severely damaged and fallen down. ",51.49023350,-0.04651920,"Oldfield Grove, London SE16 2TA, UK",Google
593,20:45,"99 Larkhall lane, Clapham SW4, London, UK",IB,Undertakers: 2x1 roof damage,51.47193800,-0.12960210,"99 Larkhall Ln, London SW4, UK",Google
594,20:45,"99 Larkhall lane, Clapham SW4, London, UK",IB,2x1 roof damage,51.47193800,-0.12960210,"99 Larkhall Ln, London SW4, UK",Google
595,20:45,"51 Paradise Road, Clapham, SW4, London, UK",IB,IB burned out in garden,51.47240380,-0.12670940,"51 Paradise Rd, London SW4, UK",Google
596,20:46,"Vauxhall Bridge Road Pimlico SW1, London, UK",IB,2x1 roadway damage,51.49013080,-0.13269390,"Vauxhall Bridge Rd, Pimlico, London SW1, UK",Google
597,20:46,"7 Pembroke Gardens, Kensington w8, London, UK",IB,IB unignited,51.49532580,-0.20035350,"7 Pembroke Gardens, London W8 6HS, UK",Google
598,20:46,"Jeffreys Road, Clapham SW4, London, UK",IB,Suspected presence of IB,51.47114810,-0.12785690,"Jeffreys Rd, London SW4, UK",Google
599,20:47,"Peel House, Regency St, Horseferry Road SW1, London, UK",IB,2x1 concrete damage,51.49486280,-0.12953160,"Horseferry Rd, London SW1, UK",Google
600,20:48,"Vauxhall Walk, Lambeth, Se11, London, UK",Ib,Minor fire and explosion damage,51.48985430,-0.12015780,"Vauxhall Walk, London SE11, UK",Google
601,20:50,"Stillington Street, Westminster, SW1, London, UK",IB,2x1 roadway damage,51.49420600,-0.13802410,"Stillington St, London SW1, UK",Google
602,20:50,"Lillington Street, Pimlico, SW1, London, UK",IB,2x2 roadway damage,51.49125370,-0.13602580,"Morgan House, 57 Vauxhall Bridge Rd, Lillington and Longmoore Gardens, London SW1V 2LF, UK",Google
603,20:50,"108, Earls Court Road, w8, London, UK",EB,"14 rooms severely damaged, 1 male 1 femailekilled",51.49586290,-0.19689480,"108 Earls Ct Rd, London W8 6EG, UK",Google
604,20:50,"79-83c Lexham Gardens, w8, London, UK",EB,three private houses and contents severely damaged,51.49569380,-0.19395260,"79 Lexham Gardens, London W8 5JE, UK",Google
605,20:50,"36 Willow Way, Sydenahm, SE26, London, UK",IB,IB burned out in garden,51.43200170,-0.05909240,"36 Willow Way, London SE26 4QP, UK",Google
606,20:50,"Lydhurst Avenue, Streatham Hill, SW2, London, UK",EB,"All owned by Wandsworth Borough council or South Met Gas: Roadway and paving all damaged. Gas mains fractured, several private houses damaged",51.43686430,-0.11802370,"Lydhurst Ave, London SW2, UK",Google
607,20:50,"Lydhurst Avenue, Streatham Hill, SW2, London, UK",EB,"All owned by Wandsworth Borough council or South Met Gas: Roadway and paving all damaged. Gas mains fractured, several private houses damaged",51.43686430,-0.11802370,"Lydhurst Ave, London SW2, UK",Google
608,20:50,"Keymer Road, SW2, London, UK",EB,"All owned by Wandsworth Borough council or South Met Gas: Roadway and paving all damaged. Gas mains fractured, several private houses damaged",51.43708630,-0.11971210,"Keymer Rd, London SW2, UK",Google
609,20:50,"Faygate Road, SW2, London, UK",EB,"All owned by Wandsworth Borough council or South Met Gas: Roadway and paving all damaged. Gas mains fractured, several private houses damaged",51.43831680,-0.12022480,"Faygate Rd, London SW2, UK",Google
610,20:51,"20 Albert Embankment, Se11, London, UK",Ib,Minor fire and explosion damage,51.49105410,-0.12181240,"20 Albert Embankment, London SE1 7TJ, UK",Google
611,20:51,"Albert Embankment, SE11, London, UK",Ib,IB in yard,51.49093570,-0.12236710,"Albert Embankment, London SE11, UK",Google
612,20:52,"Vauxhall Bridge Road, Pimlico, SW1, London, UK",IB,unexploded canon shell 2x1 roadway damage,51.49013080,-0.13269390,"Vauxhall Bridge Rd, Pimlico, London SW1, UK",Google
613,20:52,"York Hill, West Norwood, SE27, London, UK",IBIB,IB on road,51.43528010,-0.10628870,"York Hill, Norwood, London SE27, UK",Google
614,20:52,"Winton Lodge, Crown Lane Streatham, SW16, London, UK",IB,6x4 of grass burned in garden,51.42314070,-0.11033880,"Crown Ln, London SW16, UK",Google
615,20:52,"Copenhagen Place, London, UK
Poplar, Greater London E14 7, London, UK",IB,2x1 paving damage,51.51348650,-0.03134340,"Copenhagen Pl, London E14, UK",Google
616,20:52,"Bow Road E3, London, UK",IB,2x1 paving damage,51.52751310,-0.02350280,"Bow Rd, London E3, UK",Google
617,20:52,"Salmon Lane, London, UK
Poplar, Greater London E14,, London, UK",IB,2x1 paving damage,51.51408320,-0.03603400,"Salmon Ln, London E14, UK",Google
618,20:53,"38 Collingtree Road, SE26, London, UK",IB,Back room on ground floor and contents damaged,51.42917750,-0.05633540,"38 Collingtree Rd, London SE26 4QG, UK",Google
619,20:53,"43 Ellerslie Square, Clapham SW4, London, UK",IB,2x1 roof damage,51.45812740,-0.12784050,"Ellerslie Square Industrial Estate, Brixton Hill, London SW2, UK",Google
620,20:54,"5 Hermitage Lane, Streatham, SW16, London, UK",IB,"Boot Repairer, IB burned out on roof.",51.41477390,-0.12332490,"5 Hermitage Ln, London SW16 3LH, UK",Google
621,20:55,"Stonhouse Street, Clapham, SW4, London, UK",EB,"Roadway damaged, gas main fractured",51.46362170,-0.13698060,"Stonhouse St, London SW4, UK",Google
622,20:55,"Alexandra Mansions, 140, Stonhouse Street, Clapham SW4, London, UK",EB,A building of three floors 40x30 damaged by explosion.,51.46330560,-0.13701200,"Alexandra Mansions, 140 Stonhouse St, London SW4 6BG, UK",Google
623,20:55,"Bellenden Road, Peckham, SE15, London, UK",EB,All damaged by explosion,51.46968870,-0.07285980,"Bellenden Rd, London SE15, UK",Google
624,20:55,"18-34 and 13-39 (inclusive) (23 buildings), London, UK",EB,All damaged by explosion,51.47294420,-0.08850650,"23, London, UK",Google
625,20:55,"Sheffield House, 3, 5 and 7 (3 buildings) , London, UK",EB,All damaged by explosion,51.49362140,-0.28006330,"Power Rd, Chiswick, London W4 5PY, UK",Google
626,20:55,"Bellenden Road, Peckham, SE15, London, UK",EB,All damaged by explosion,51.46968870,-0.07285980,"Bellenden Rd, London SE15, UK",Google
627,20:55,"Putney Heath, Putney SW15, London, UK",IB,10x10 grass damaged,51.45249280,-0.22950080,"Putney Heath, London SW15, UK",Google
628,20:56,"52 and 54 Danby Street, Peckham SE15, London, UK",-,Minor fire and explosion damage,51.46629350,-0.07499180,"54 Danby St, London SE15 4BX, UK",Google
629,20:56,"31 Parkhouse Street, Peckham SE15, London, UK",-,Minor fire and explosion damage,51.48108710,-0.08686810,"31 Parkhouse St, London SE5 7TQ, UK",Google
630,20:56,"160 Rye Lane Peckham, SE15, London, UK",-,Minor fire and explosion damage,51.46790370,-0.06724460,"160 Rye Ln, London SE15 4NB, UK",Google
631,20:56,"Southamton Way, Peckham SE15, London, UK",-,Minor fire and explosion damage,51.47579260,-0.07833700,"Southampton Way, London, UK",Google
632,20:56,"19 St. George's Way, Peckham SE15, London, UK",-,Minor fire and explosion damage,51.48198490,-0.07715840,"19 St George's Way, London SE15 6BD, UK",Google
633,20:56,"Choumert Road, peckham SE15, London, UK",-,Minor fire and explosion damage,51.46748780,-0.07241860,"Choumert Rd, London SE15, UK",Google
634,20:56,"Harris Street, Camberwell SE5, London, UK",-,Minor fire and explosion damage,51.47778950,-0.08565290,"Harris St, London SE5, UK",Google
635,20:56,"Wells Way, Southwark, London SE5, United Kingdom, London, UK",-,Minor fire and explosion damage,51.48107720,-0.08544620,"Wells Way, London SE5, UK",Google
636,20:56,"Bessemer Road, Camberwell, SE5, London, UK",EB,"Kings College Hospital, main entrance and casualty ward damaged. ",51.46903990,-0.09271920,"Bessemer Rd, London SE5, UK",Google
637,20:56,"88 Kennington Park Road, Se11, London, UK",Ib,Minor fire and explosion damage,51.48814760,-0.10606080,"88 Kennington Park Rd, London SE11 4EE, UK",Google
638,20:57,"Westwood Park, Forest Hill, SE23, London, UK",IB,IB on enclosed ground ,51.44580940,-0.06107920,"Westwood Park, London SE23, UK",Google
639,20:57,"Richmond Park, Roehampton, SW15, London, UK",IB,10x10 grass damaged,51.44118500,-0.27453200,"Richmond Park, Richmond, UK",Google
640,20:57,"9 Colworth Grove, Browing Street, SE17, London, UK",IB,storeroom on ground floor damaged,51.49019280,-0.09573430,"9 Colworth Grove, London SE17 1LR, UK",Google
641,20:57,"Hayles Stret. St. George's Road, SE11, London, UK",IB,2x1 paving damage,51.49576790,-0.10367110,"St George's Rd & Hayles St, London SE1 6EP, UK",Google
642,20:57,"Colworth Grove, Browinging Street SE17, London, UK",Ib,2x1 paving damage,51.48984240,-0.09549560,"Colworth Grove & Browning St, London SE17 1LN, UK",Google
643,20:57,"Browning Street, SE17, London, UK",IB,2x1 paving damage,51.49010660,-0.09457620,"Browning St, London SE17, UK",Google
644,20:57,"42 Braganza Street SE17, London, UK",Ib,IB in yard,51.48683830,-0.10412310,"The Kennington Workshop, 42 Braganza St, London SE17 3RJ, UK",Google
645,20:57,"77 Brook Drive, SE11, London, UK",EB,Buildings damaged,51.49454940,-0.10782710,"77 Brook Dr, London SE11 4TU, UK",Google
646,20:58,"4g, Chapter Strret, Westminster SW1, London, UK",IB,4x2 roof damage,51.49184520,-0.13285210,"4 Chapter St, London SW1P 4NR, UK",Google
647,20:58,"22 Horniman Drive, Forest hill, SE23, London, UK",Ib,Back room on 1st floor and contents damaged,51.44455530,-0.05839360,"22 Horniman Dr, London SE23 3BP, UK",Google
648,20:58,"71 Casewick Road, West Norwood, Se27, London, UK",IB,2x1 grass burned in garden,51.42790460,-0.10789510,"71 Casewick Rd, Norwood, London SE27 0TB, UK",Google
649,20:58,"96 Longley Road Tooting, SW17, London, UK",IB,15x4 timer and iron store damaged,51.42092180,-0.16688150,"96 Longley Rd, London SW17 9LD, UK",Google
650,20:58,"125 Wavertree Road, Streatham hill, SW2, London, UK",IB,6x4 fence damaged,51.43978580,-0.11693630,"125 Wavertree Rd, London SW2 3SN, UK",Google
651,20:59,"Morval Road, Brixton, SW2, London, UK",IB,"Lambeth Borough Council, Ib burned out in street",51.45601620,-0.11283380,"Morval Rd, London SW2, UK",Google
652,20:59,"Barrow Road, Streamtham, SW16, London, UK",EB,"South Met Gas, Wandsworth Borough Counciland Met Water Bourd Buildings. Roadway damaged, gas and water mains fractured. 30x5 brick wall damaged",51.42129510,-0.13308480,"Barrow Rd, London SW16, UK",Google
653,20:59,"Barrow Road, Streamtham, SW16, London, UK",EB,"South Met Gas, Wandsworth Borough Counciland Met Water Bourd Buildings. Roadway damaged, gas and water mains fractured. 30x5 brick wall damaged",51.42129510,-0.13308480,"Barrow Rd, London SW16, UK",Google
654,20:59,"Barrow Road, Streamtham, SW16, London, UK",EB,"South Met Gas, Wandsworth Borough Counciland Met Water Bourd Buildings. Roadway damaged, gas and water mains fractured. 30x5 brick wall damaged",51.42129510,-0.13308480,"Barrow Rd, London SW16, UK",Google
655,20:59,"Bladen Court, Barrow Road, SW16, London, UK",Eb,"South Met Gas, Wandsworth Borough Counciland Met Water Bourd Buildings. Roadway damaged, gas and water mains fractured. 30x5 brick wall damaged",51.42129510,-0.13308480,"Barrow Rd, London SW16, UK",Google
656,21:00,"Crescent Grove, Clapham, SW4, London, UK",-,Suspected presence of IB,51.45977450,-0.13807580,"Crescent Grove, London SW4, UK",Google
657,21:00,"29 Tyrell Road, East Dulwich, SE2, London, UK",Ib,Back room on 1st floor and contents damaged,51.45850900,-0.06878150,"29 Tyrrell Rd, London SE22 9NA, UK",Google
658,21:00,"Garratt Lane, Tooting, Sw17, London, UK",IB,6x4 roof damaged,51.43203400,-0.17733740,"Garratt Ln, London SW17, UK",Google
659,21:00,"71 Graveney Road, tooting SW17, London, UK",IB,back rooms 1st floor damaged,51.42967270,-0.17017040,"71 Graveney Rd, London SW17 0EJ, UK",Google
660,21:00,"Brook Drive, Se11, London, UK",Ib,2x1 paving damage,51.49409370,-0.10695800,"Brook Dr, London SE11, UK",Google
661,21:00,"Brook Drive, Se11, London, UK",IB,3x2 paving damaged,51.49409370,-0.10695800,"Brook Dr, London SE11, UK",Google
662,21:00,"6 Boulcott Street, E1, London, UK",IB,"Timber shed, 8x7 used as store damaged with contents",51.51292970,-0.04216790,"6 Boulcott St, London E1, UK",Google
663,21:00,"Burdett Road, E3, London, UK",IB,10x8 wooden hoarding damaged,51.52092500,-0.03276320,"Burdett Rd, London E3, UK",Google
664,21:01,"12 Kingsmead Road, Streatham, SW16, London, UK",IB,4x2 roof damage,51.43781770,-0.11164330,"12 Kingsmead Rd, London SW2 3JB, UK",Google
665,21:01,"Turguand Street, Walworth, SE17, London, UK",Ib,2x1 roof damage,51.49054300,-0.09445520,"Turquand St, London SE17, UK",Google
666,21:02,"Georgette Place Greenwich SE10, London, UK",EB,South Met Gas Company: Gas destroyed and carriage way (15x10),51.47639140,-0.00802300,"Georgette Pl, London SE10, UK",Google
667,21:02,"47 Orient Street, Kennington SE11, London, UK",IB,"Motor garage, 80x60 one floor building, 2/3 content damaged",51.49428380,-0.10532700,"47 Orient St, London SE11 4SR, UK",Google
668,21:03,"41 Church Road, Brixton, SW2, London, UK",IB,IB in yard,51.54308050,-0.25420290,"41 Church Rd, London NW10 9EH, UK",Google
669,21:03,"Turner's Rd, London, UK
Tower Hamlets, London E3, London, UK",IB,1x1 paving damage,51.51685660,-0.03214940,"Turners Rd, London E3, UK",Google
670,21:03,"Acland Street and Acland Street Streatfild Street, London, UK",EB,20x15 roadway and paving damage,51.50721780,-0.12758620,"London, UK",Google
671,21:04,"St. Paul's Road, Islington, n1, London, UK",IB,"front room on third floor damaged, including roof and ceiling",51.54720320,-0.09448880,"St Paul's Rd, London N1, UK",Google
672,21:05,"Harrow Road, w2, London, UK",EB,gas mains and 20x 20 of paving destroyed,51.52060570,-0.18138040,"Harrow Rd, London W2, UK",Google
673,21:05,"42 Norman Road, Greenwich, SE10, London, UK",EB,"Wharfingers, 30x20 quayside damage",51.47934860,-0.01715580,"42 Norman Rd, London SE10 9FX, UK",Google
674,21:05,"293 Leighham Court Road, Streatham, SW16, London, UK",IB,4x3 grass burned,51.42812540,-0.11440990,"293 Leigham Ct Rd, Norwood, London SW16 2RZ, UK",Google
675,21:05,"218 Leigham Court Road, Streatham, Sw16, London, UK",IB,"5x3 of lath and plaster, ceiling damaged by fire and . First floor and rest of ditto anf contents damaged",51.42895160,-0.11472010,"218 Leigham Ct Rd, London SW16 2RB, UK",Google
676,21:06,"190 Underhill Road, East Dulwich, SE22, London, UK",IB,Back room on 2nd floor and contents damaged,51.45356510,-0.06719860,"190 Underhill Rd, London SE22, UK",Google
677,21:06," Garratt Lane, Tooting SW17, London, UK",IB,R.E Gordon Printing shop. Office damaged,51.43203400,-0.17733740,"Garratt Ln, London SW17, UK",Google
678,21:07,"Crownstone Road, Brixton, SW2, London, UK",IB,IB on road,51.45584640,-0.11521030,"Crownstone Rd, London SW2, UK",Google
679,21:09,"Longfellow Road e3, London, UK",IB,2x1 paving damage,51.57541370,-0.02587130,"Longfellow Rd, London E17, UK",Google
680,21:10,"110 Kimberlet Avenue, Camberwell SE15, London, UK",IB,Back room on 1st floor and contents damaged,51.46635210,-0.05358450,"110 Kimberley Ave, London SE15 3XG, UK",Google
681,21:10,"Riverside Greenwich SE10, London, UK",IB,"Dumb barge Cabden, Elizabeth, Hallett. D. H. Hallett & Co. Pipers Wharf, Riverside Greenwich SE10. Three vessels each 60 tons gross (unladen) slightly damaged by fire.",51.49337870,0.02678570,"Riverside, London SE7, UK",Google
682,21:10,"Parkhouse Street, Peckham, SE15, London, UK",EB,7 Private houses damaged,51.48076960,-0.08719190,"Parkhouse St, London SE5, UK",Google
683,21:10,"Maudsley Hospital, Denmark Hill, Southwark, London SE5 8AZ, London, UK",IB,IB in grounds,51.46875900,-0.09200930,"Denmark Hill, London SE5 8AZ, UK",Google
684,21:10,"1 Uffington Road, West Noorwood, SE27, London, UK",IB,2x1 roof damage,51.42900830,-0.11201780,"1 Uffington Rd, Norwood, London SE27 0RW, UK",Google
685,21:10,"900 Garratt Lane, Tooting, SW17, London, UK",IB,Scullery on 1st floor damaged,51.42929670,-0.17224510,"900 Garratt Ln, London SW17 0NB, UK",Google
686,21:10,"112 Downton Avenue, Streatham Hill, SW2, London, UK",EB,2 houses damaged,51.43923690,-0.11942780,"112 Downton Ave, London SW2 3TT, UK",Google
687,21:10,"Hillside Road, Tulse Hill, SW2, London, UK",IB,Artisians and General Dwelling Ltd. Tennis net damaged,51.43923200,-0.11507320,"Hillside Rd, London SW2, UK",Google
688,21:12,"52 Palace Road, Tulse Hill, SW2, London, UK",IB,IB burned out in garden,51.43975550,-0.11528100,"52 Palace Rd, London SW2 3NJ, UK",Google
689,21:12,"Leigham Courrt Road, Streatham SW16, London, UK",IB,IB burned out in garden,51.43332120,-0.11931300,"Leigham Ct Rd, London SW16, UK",Google
690,21:13,"45 Furthergreen Road, Catford, SE13, London, UK",-,unexploded bomb on enclosed ground at rear of premises,51.44256390,0.00510960,"45 Further Green Rd, London SE6 1JG, UK",Google
691,21:13,"4 Knatchbull Road, Camberwell, SE5, London, UK",EB,20x6 feet of brick wall damaged,51.47448690,-0.09831590,"4 Knatchbull Rd, London SE5 9QS, UK",Google
692,21:13,"20 County Grove,  SE5, London, UK",EB,Our Lady of Mercy Convent: Building damaged,51.47497730,-0.09813600,"20 County Grove, London SE5 9LE, UK",Google
693,21:13,"County Grove SW5, London, UK",EB,"Lambeth Borough Council, 10x6 paving damage",51.47543160,-0.09869910,"County Grove, London SE5, UK",Google
694,21:13,"County Grove SW5, London, UK",EB,"South Met Gas. 4"" main fractured",51.47543160,-0.09869910,"County Grove, London SE5, UK",Google
695,21:16,"Longfellow Road e3, London, UK",IB,2x1 paving damage,51.57541370,-0.02587130,"Longfellow Rd, London E17, UK",Google
696,21:21,"Sandmere Road, Clapham, SW4, London, UK",IB,IB burned out in street,51.46239810,-0.12569850,"Sandmere Rd, London SW4, UK",Google
697,21:29,"Acre Lane, Brixton, SW2, London, UK",-,IB on road unignited,51.45972870,-0.12217250,"Acre Ln, London SW2, UK",Google
698,21:32,"22-24, Pllumstead Road, Plumstead SE18, London, UK",IB,two buildings damged,51.49080160,0.07239080,"22 Plumstead Rd, London SE18 7BZ, UK",Google
699,21:32,"29-65 Haddo Street, Greenwich SE10, London, UK",EB,18 cottages damaged,51.48044200,-0.01389450,"29 Haddo St, London SE10 9RN, UK",Google
700,21:32,"253 Leigham Court Road, Streatham, SW16, London, UK",IB,H. Day & Sons Furniture depositories: IB on road,51.43036030,-0.11398250,"253 Leigham Ct Rd, Norwood, London SW16 2SB, UK",Google
701,21:34,"Flat 5, 17, Cranworth Gardens, Brixton, SW9, London, UK",IB,6x4 roof damaged,51.47559670,-0.11387600,"5, 17 Cranworth Gardens, London SW9 0NS, UK",Google
702,21:35,"Clinton Road, Tower Hamlets London E3, London, UK",,Many buildings and contents in these thoroughfares damaged,51.52693200,-0.03727500,"Clinton Rd, Bow, London E3, UK",Google
703,21:37,"Southwark, London SE1, London, UK",IB,2x1 paving damage,51.50278100,-0.08773800,"Southwark, London SE1 3SS, UK",Google
704,21:37,"Newington Causeway, London SE1, , London, UK",EB,30x20 roadway damaged,51.49736580,-0.09890490,"Newington Causeway, London SE1, UK",Google
705,21:40,"Caldwell Street, Brixton SW9, London, UK",EB,26 private houses damaged,51.47695930,-0.11482820,"Caldwell St, London SW9, UK",Google
706,21:40,"Caldwell St, London, UK
Lambeth, London SW9, London, UK",EB,20x20 roadway damaged,51.47695930,-0.11482820,"Caldwell St, London SW9, UK",Google
707,21:40,"Caldwell St, London, UK
Lambeth, London SW9, London, UK",EB,"South Met Gas. 4"" main fractured",51.47695930,-0.11482820,"Caldwell St, London SW9, UK",Google
708,21:40,"157 Ernest Street, E1, London, UK",IB,Top floor damaged,51.52159000,-0.04192590,"Ernest St, London E1, UK",Google
709,21:41,"Emmett Street E14, London, UK",IB,2x1 paving damage,51.50975020,-0.01759500,"London E14, UK",Google
710,21:42,"Odessa St, Southwark, London SE16, London, UK",IB,2 dumb barges sverely damaged,51.49777250,-0.03375780,"Odessa St, London SE16, UK",Google
711,21:46,"Bazeley Street, Poplar E14, London, UK",IB,Number of IB burned out on road,51.50997740,-0.01089170,"Bazely St, London E14, UK",Google
712,21:50,"4 Southey Road, Brixton SW9, London, UK",EB,3 private houses damaged,51.47622080,-0.11314730,"4 Southey Rd, London SW9 6BA, UK",Google
713,21:50,"Southey Road, Brixton SW9, London, UK",EB,20x20 roadway damaged,51.47623870,-0.11354450,"Southey Rd, London SW9, UK",Google
714,21:50,"Southey Road, Brixton SW9, London, UK",EB,"South Met Gas. 4"" main fractured",51.47623870,-0.11354450,"Southey Rd, London SW9, UK",Google
715,21:51,"146-150, Brixton Road, SW9, London, UK",EB,3 private houses damaged,51.47540730,-0.11277100,"146 Brixton Rd, London SW9, UK",Google
716,21:51,"Brixton Road, Brixton SW9, London, UK",EB,15x15 roadway damaged,51.47119890,-0.11257540,"Brixton Rd, London SW9, UK",Google
717,21:51,"Brixton Road, Brixton SW9, London, UK",EB,"South Met Gas. 4"" main fractured",51.47119890,-0.11257540,"Brixton Rd, London SW9, UK",Google
718,21:51,"Pratt Walk, London, UK
Lambeth, London SE11, London, UK",EB & IB,"Owned by, Met. Police and Southern Railway. Range of 3 floor buildings, 300x200, used as garages and stores",51.49464260,-0.11716980,"Pratt Walk, London SE11, UK",Google
719,22:00,"Tunnel Avenue, Greenwich, SE10, London, UK",IB,"Dumbarge ""Alice"" Humphery and Grey. A vessell of about 75 tons, laden with timber, severely damaged by the fire and submergedand 20x15 of wooden quay slightly damaged",51.49286780,0.00716580,"Tunnel Ave, London SE10, UK",Google
720,22:00,"56 Rogers Road, Tooting, SW17, London, UK",IB,IB in yard,51.43143640,-0.17257120,"56 Rogers Rd, London SW17 0EA, UK",Google
721,22:00,"Deptford Church Street, SE8, London, UK",IB,"Rag Merchants, Quantity of stock destroyed. ",51.47783320,-0.02277760,"Deptford Church St, London SE8, UK",Google
722,22:00,"18 Hereford Street, Bethnal Green, e2, London, UK",IB,"Front room on 1st floor and contents damaged, roof part off (2x3)",51.52416300,-0.06590040,"18 Hereford St, London E2 6EX, UK",Google
723,22:02,"Devons RD E3, London, UK",IB,2x1 ft of paving damaged,51.52216000,-0.01829370,"Devons Rd, London E3, UK",Google
724,22:03,"Cantrell RD E3, London, UK",IB,2x1 ft of tarmac damaged,51.52167350,-0.02685580,"Cantrell Rd, London E3, UK",Google
725,22:05,"Drawdrock Road, Tunnel Avenue, Greenwich SE10, London, UK",EB & IB,""""" """" A building of two floors 50x30, used as workshop and stores severely damaged",51.49286780,0.00716580,"Tunnel Ave, London SE10, UK",Google
726,22:05,"Lying at Pipers Wharf, Riverside, Greenwich, SE10, London, UK",IB,"A vessel of 80 tons laden with general cargo, 1/2 contents damaged",51.49337870,0.02678570,"Riverside, London SE7, UK",Google
727,22:09,"Sandford Street SE14, London, UK",IB,1/4 acre of grass burned. ,51.48003070,-0.04102410,"Sanford St, London SE14, UK",Google
728,22:09,"Culloden Street, E14, London, UK",IB,Number of IB burned out on road,51.51371710,-0.00782580,"Culloden St, Aberfeldy Village, London E14 0PD, UK",Google
729,22:09,"239 East India Dock Road, Poplar, E14, London, UK",IB,Back room on 1st floor damaged. ,51.51148880,-0.01065540,"239 E India Dock Rd, London E14 0EG, UK",Google
730,22:13,"Lower Buoy, Limehouse Reach E, London, UK",IB,5 dumb barges severely damaged,51.51105980,-0.03666520,"Limehouse, London, UK",Google
731,22:17,"Nunhead Lane, Camberwell SE15, London, UK",EB,"A building, owned by wax paper manufacturers, severely damaged by explosion.",51.46423840,-0.06107160,"Nunhead Ln, London SE15, UK",Google
732,22:21,"Lollard Street SE11, London, UK",Ib,IB burned out in street,51.49224080,-0.11355700,"Lollard St, London SE11, UK",Google
733,22:23,"87 York Road, Lambeth SE1, London, UK",Ib,IB in grounds,51.50187410,-0.11656070,"87 York Rd, London SE1 7NJ, UK",Google
734,22:24,"747, Commercial RD E14, London, UK",IB,"British Sailors Society-Empire Memorial Hostel for Sailors- 2x1 ft of pathway slightly damaged, breakage in yard",51.51261850,-0.03237490,"Mission Bldg, 747 Commercial Rd, London E14 7LE, UK",Google
735,22:30,"38 Hundson Road, Newcross SE14, London, UK",IB,Front room on 1st floor severely damaged,51.46741970,0.13819320,"38 Hudson Rd, Bexleyheath DA7 4PQ, UK",Google
736,22:30,"Greenfield Street, Deptford, SE8, London, UK",Magnesium Flare,2x1 roadway damage.,51.48079880,-0.02310990,"Deptford, London, UK",Google
737,22:30,"Sandford Street SE14, London, UK",IB,1/4 acre of grass burned. ,51.48003070,-0.04102410,"Sanford St, London SE14, UK",Google
738,22:30,"20 Hereford Street, Bethnal Green, E2, London, UK",IB,House of 6 rooms and 1/2 of contents severely damaged,51.52416300,-0.06590040,"20 Hereford St, London E2 6EX, UK",Google
739,22:31,"Silwood Street Rotherhithe Se16, London, UK",IB,IB burned out in street. ,51.48862220,-0.05079350,"Silwood St, London SE16, UK",Google
740,22:31,"Island Row E14, London, UK",IB,1x1 ft of paving slightly destroyed,51.51179570,-0.03386580,"Island Row, London E14, UK",Google
741,22:34,"Gallions Reach, Woolwich, S.E, London, UK",Unknown enemy action,4 dumb barges and contents damaged and sunk,51.51660020,0.07838270,"3 Armada Wy., London E6 7ER, UK",Google
742,22:36,"Avonley Road, Newcross, SE14, London, UK",EB,"South Eastern Hospital, Nurses Quarters and wards Nos. 1 & 10 damaged by explosion. 1 male and 4 females killed. 1 male and 2 femaies injured",51.47894520,-0.05037170,"Avonley Rd, London SE14, UK",Google
743,22:40,"47 Ordnance Crescent, Greenwich  SE10, London, UK",IB,Back room on 1st floor and contents damaged,51.50095220,-0.00044200,"47 Ordnance Cres, London SE10, UK",Google
744,22:45,"Berkshire Eoad, Hackney Wick E9, London, UK",IB,Rag and metal merchants- A quantity of stock damaged in yard,51.54511250,-0.02571680,"Berkshire Rd, London E9, UK",Google
745,22:45,"9 Franklin Street, Bromley, E3, London, UK",IB,Back room on 1st floor damaged with contents,51.52773400,-0.01213240,"9 Franklin St, London E3 3DG, UK",Google
746,22:47,"Trinity Wharf Buoy, Limehouse Reach. E., London, UK",IB,"2 dumb barges, unladen, damaged",51.50841940,0.00884370,"64 Orchard Pl, London E14 0JW, UK",Google
747,22:47,"Rotherhithe Wharf, Rotherhithe Street, lower Pool, S.E, London, UK",IB,dumb barge and contents severely damaged,51.50439330,-0.04576960,"Rotherhithe St, London SE16, UK",Google
748,22:47,"Rotherhithe Wharf, Rotherhithe Street, lower Pool, S.E, London, UK",Unknown enemy action,dumb barge and contents damaged by fire and sunk,51.50439330,-0.04576960,"Rotherhithe St, London SE16, UK",Google
749,22:54,"Commercial Dock Pier, Rotherhithe Street, Limehouse Reach, S.E, London, UK",Unknown enemy action,8 dumb barges severely damaged,51.50439330,-0.04576960,"Rotherhithe St, London SE16, UK",Google
